LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1994-Q2,Q2-1994,PER,Persons,3,Thousands,,,35806.02,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1994-Q3,Q3-1994,PER,Persons,3,Thousands,,,35706.42,E,Estimated value
DEU,Germany,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1994-Q4,Q4-1994,PER,Persons,3,Thousands,,,35615,E,Estimated value
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1962-Q1,Q1-1962,PER,Persons,3,Thousands,,,45436.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1962-Q2,Q2-1962,PER,Persons,3,Thousands,,,45496.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1962-Q3,Q3-1962,PER,Persons,3,Thousands,,,45643.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1962-Q4,Q4-1962,PER,Persons,3,Thousands,,,45673.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1963-Q1,Q1-1963,PER,Persons,3,Thousands,,,45413.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1963-Q2,Q2-1963,PER,Persons,3,Thousands,,,45890,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1963-Q3,Q3-1963,PER,Persons,3,Thousands,,,46133.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1963-Q4,Q4-1963,PER,Persons,3,Thousands,,,46316.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1964-Q1,Q1-1964,PER,Persons,3,Thousands,,,46430,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1964-Q2,Q2-1964,PER,Persons,3,Thousands,,,46526.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1964-Q3,Q3-1964,PER,Persons,3,Thousands,,,46516.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1964-Q4,Q4-1964,PER,Persons,3,Thousands,,,46780,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1965-Q1,Q1-1965,PER,Persons,3,Thousands,,,47103.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1965-Q2,Q2-1965,PER,Persons,3,Thousands,,,47043.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1965-Q3,Q3-1965,PER,Persons,3,Thousands,,,47426.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1965-Q4,Q4-1965,PER,Persons,3,Thousands,,,47633.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1966-Q1,Q1-1966,PER,Persons,3,Thousands,,,48073.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1966-Q2,Q2-1966,PER,Persons,3,Thousands,,,48180,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1966-Q3,Q3-1966,PER,Persons,3,Thousands,,,48353.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1966-Q4,Q4-1966,PER,Persons,3,Thousands,,,48526.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1967-Q1,Q1-1967,PER,Persons,3,Thousands,,,48700,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1967-Q2,Q2-1967,PER,Persons,3,Thousands,,,49296.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1967-Q3,Q3-1967,PER,Persons,3,Thousands,,,49363.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1967-Q4,Q4-1967,PER,Persons,3,Thousands,,,49450,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1968-Q1,Q1-1968,PER,Persons,3,Thousands,,,49613.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1968-Q2,Q2-1968,PER,Persons,3,Thousands,,,49950,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1968-Q3,Q3-1968,PER,Persons,3,Thousands,,,50150,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1968-Q4,Q4-1968,PER,Persons,3,Thousands,,,50380,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1969-Q1,Q1-1969,PER,Persons,3,Thousands,,,50173.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1969-Q2,Q2-1969,PER,Persons,3,Thousands,,,50330,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1969-Q3,Q3-1969,PER,Persons,3,Thousands,,,50546.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1969-Q4,Q4-1969,PER,Persons,3,Thousands,,,50606.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1970-Q1,Q1-1970,PER,Persons,3,Thousands,,,50780,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1970-Q2,Q2-1970,PER,Persons,3,Thousands,,,50946.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1970-Q3,Q3-1970,PER,Persons,3,Thousands,,,51090,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1970-Q4,Q4-1970,PER,Persons,3,Thousands,,,50973.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1971-Q1,Q1-1971,PER,Persons,3,Thousands,,,51280,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1971-Q2,Q2-1971,PER,Persons,3,Thousands,,,51276.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1971-Q3,Q3-1971,PER,Persons,3,Thousands,,,51163.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1971-Q4,Q4-1971,PER,Persons,3,Thousands,,,51176.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1972-Q1,Q1-1972,PER,Persons,3,Thousands,,,51133.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1972-Q2,Q2-1972,PER,Persons,3,Thousands,,,51073.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1972-Q3,Q3-1972,PER,Persons,3,Thousands,,,51620,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1972-Q4,Q4-1972,PER,Persons,3,Thousands,,,51950,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1973-Q1,Q1-1973,PER,Persons,3,Thousands,,,52646.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1973-Q2,Q2-1973,PER,Persons,3,Thousands,,,52270,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1973-Q3,Q3-1973,PER,Persons,3,Thousands,,,52523.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1973-Q4,Q4-1973,PER,Persons,3,Thousands,,,52910,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1974-Q1,Q1-1974,PER,Persons,3,Thousands,,,52503.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1974-Q2,Q2-1974,PER,Persons,3,Thousands,,,52573.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1974-Q3,Q3-1974,PER,Persons,3,Thousands,,,52206.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1974-Q4,Q4-1974,PER,Persons,3,Thousands,,,52180,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1975-Q1,Q1-1975,PER,Persons,3,Thousands,,,51953.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1975-Q2,Q2-1975,PER,Persons,3,Thousands,,,52206.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1975-Q3,Q3-1975,PER,Persons,3,Thousands,,,52383.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1975-Q4,Q4-1975,PER,Persons,3,Thousands,,,52376.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1976-Q1,Q1-1976,PER,Persons,3,Thousands,,,52650,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1976-Q2,Q2-1976,PER,Persons,3,Thousands,,,52436.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1976-Q3,Q3-1976,PER,Persons,3,Thousands,,,52823.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1976-Q4,Q4-1976,PER,Persons,3,Thousands,,,52920,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1977-Q1,Q1-1977,PER,Persons,3,Thousands,,,53120,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1977-Q2,Q2-1977,PER,Persons,3,Thousands,,,53340,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1977-Q3,Q3-1977,PER,Persons,3,Thousands,,,53550,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1977-Q4,Q4-1977,PER,Persons,3,Thousands,,,53670,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1978-Q1,Q1-1978,PER,Persons,3,Thousands,,,53773.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1978-Q2,Q2-1978,PER,Persons,3,Thousands,,,54180,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1978-Q3,Q3-1978,PER,Persons,3,Thousands,,,54020,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1978-Q4,Q4-1978,PER,Persons,3,Thousands,,,54346.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1979-Q1,Q1-1979,PER,Persons,3,Thousands,,,54536.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1979-Q2,Q2-1979,PER,Persons,3,Thousands,,,54713.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1979-Q3,Q3-1979,PER,Persons,3,Thousands,,,54910,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1979-Q4,Q4-1979,PER,Persons,3,Thousands,,,55030,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1980-Q1,Q1-1980,PER,Persons,3,Thousands,,,55060,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1980-Q2,Q2-1980,PER,Persons,3,Thousands,,,55256.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1980-Q3,Q3-1980,PER,Persons,3,Thousands,,,55613.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1980-Q4,Q4-1980,PER,Persons,3,Thousands,,,55513.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1981-Q1,Q1-1981,PER,Persons,3,Thousands,,,55686.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1981-Q2,Q2-1981,PER,Persons,3,Thousands,,,55710,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1981-Q3,Q3-1981,PER,Persons,3,Thousands,,,55870,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1981-Q4,Q4-1981,PER,Persons,3,Thousands,,,56003.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1982-Q1,Q1-1982,PER,Persons,3,Thousands,,,56176.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1982-Q2,Q2-1982,PER,Persons,3,Thousands,,,56290,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1982-Q3,Q3-1982,PER,Persons,3,Thousands,,,56270,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1982-Q4,Q4-1982,PER,Persons,3,Thousands,,,56806.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1983-Q1,Q1-1983,PER,Persons,3,Thousands,,,57193.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1983-Q2,Q2-1983,PER,Persons,3,Thousands,,,57296.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1983-Q3,Q3-1983,PER,Persons,3,Thousands,,,57366.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1983-Q4,Q4-1983,PER,Persons,3,Thousands,,,57450,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1984-Q1,Q1-1984,PER,Persons,3,Thousands,,,57256.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1984-Q2,Q2-1984,PER,Persons,3,Thousands,,,57583.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1984-Q3,Q3-1984,PER,Persons,3,Thousands,,,57813.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1984-Q4,Q4-1984,PER,Persons,3,Thousands,,,57986.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1985-Q1,Q1-1985,PER,Persons,3,Thousands,,,58053.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1985-Q2,Q2-1985,PER,Persons,3,Thousands,,,58036.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1985-Q3,Q3-1985,PER,Persons,3,Thousands,,,58130,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1985-Q4,Q4-1985,PER,Persons,3,Thousands,,,58070,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1986-Q1,Q1-1986,PER,Persons,3,Thousands,,,58440,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1986-Q2,Q2-1986,PER,Persons,3,Thousands,,,58380,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1986-Q3,Q3-1986,PER,Persons,3,Thousands,,,58646.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1986-Q4,Q4-1986,PER,Persons,3,Thousands,,,58676.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1987-Q1,Q1-1987,PER,Persons,3,Thousands,,,58710,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1987-Q2,Q2-1987,PER,Persons,3,Thousands,,,58920,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1987-Q3,Q3-1987,PER,Persons,3,Thousands,,,59220,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1987-Q4,Q4-1987,PER,Persons,3,Thousands,,,59576.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1988-Q1,Q1-1988,PER,Persons,3,Thousands,,,59713.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1988-Q2,Q2-1988,PER,Persons,3,Thousands,,,60063.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1988-Q3,Q3-1988,PER,Persons,3,Thousands,,,60206.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1988-Q4,Q4-1988,PER,Persons,3,Thousands,,,60433.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1989-Q1,Q1-1989,PER,Persons,3,Thousands,,,60703.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1989-Q2,Q2-1989,PER,Persons,3,Thousands,,,61166.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1989-Q3,Q3-1989,PER,Persons,3,Thousands,,,61503.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1989-Q4,Q4-1989,PER,Persons,3,Thousands,,,61740,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1990-Q1,Q1-1990,PER,Persons,3,Thousands,,,62080,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1990-Q2,Q2-1990,PER,Persons,3,Thousands,,,62350,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1990-Q3,Q3-1990,PER,Persons,3,Thousands,,,62626.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1990-Q4,Q4-1990,PER,Persons,3,Thousands,,,62910,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1991-Q1,Q1-1991,PER,Persons,3,Thousands,,,63300,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1991-Q2,Q2-1991,PER,Persons,3,Thousands,,,63590,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1991-Q3,Q3-1991,PER,Persons,3,Thousands,,,63846.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1991-Q4,Q4-1991,PER,Persons,3,Thousands,,,64006.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1992-Q1,Q1-1992,PER,Persons,3,Thousands,,,64343.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1992-Q2,Q2-1992,PER,Persons,3,Thousands,,,64186.67,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1992-Q3,Q3-1992,PER,Persons,3,Thousands,,,64280,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1992-Q4,Q4-1992,PER,Persons,3,Thousands,,,64640,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1993-Q1,Q1-1993,PER,Persons,3,Thousands,,,64360,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1993-Q2,Q2-1993,PER,Persons,3,Thousands,,,64423.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1993-Q3,Q3-1993,PER,Persons,3,Thousands,,,64523.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1993-Q4,Q4-1993,PER,Persons,3,Thousands,,,64693.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1994-Q1,Q1-1994,PER,Persons,3,Thousands,,,64530,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1994-Q2,Q2-1994,PER,Persons,3,Thousands,,,64673.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1994-Q3,Q3-1994,PER,Persons,3,Thousands,,,64443.33,,
JPN,Japan,LFEMTTTT,"Employed population, Aged 15 and over, All persons",STSA,"Level, rate or quantity series, s.a.",Q,Quarterly,1994-Q4,Q4-1994,PER,Persons,3,Thousands,,,64500,,
